company_name,cik,accession,form_type,file_date,period,file_num,industry_group,offering_amount,sold_amount,keywords_found,linkedin,website,email
"Scalestack, Inc.  (CIK 0002132327)",2132327,0002132327-26-000001,D,2026-04-29,,021-582182,Other Technology,3000000.0,3000000.0,[],https://www.linkedin.com/company/scalestackhq,https://scalestack.ai,info@scalestack.ai
"Playcast, Inc.  (CIK 0001965770)",1965770,0001965770-26-000001,D,2026-04-29,,021-582309,Other Technology,3000000.0,2000000.0,[],https://www.linkedin.com/company/playcastio,https://playcast.io,kate@playcast.io
"Biomakers, Inc.  (CIK 0002010983)",2010983,0002010983-26-000002,D,2026-04-29,,021-504946,Biotechnology,7999999.0,5901147.0,[],https://www.linkedin.com/company/biomakers,https://biomakers.net/,contacto@biomakers.net
Gripable Ltd  (CIK 0002128042),2128042,0002128042-26-000001,D,2026-04-29,,021-582246,Other Health Care,3370000.0,2700000.0,[],https://uk.linkedin.com/company/gripable,https://gripable.co,info@gripable.co
Saara Intelligence Corp.  (CIK 0002131887),2131887,0002131887-26-000001,D,2026-04-29,,021-582157,Other Technology,450000.0,335000.0,[],https://www.linkedin.com/company/saara-inc,https://saara.io,hr@saara.io
"Koios Medical, Inc.  (CIK 0001764417)",1764417,0001764417-26-000004,D,2026-04-29,,020-36682,,50001.25,,[],https://www.linkedin.com/company/koiosmedical,https://koiosmedical.com/,info@koiosmedical.com
Curiouser.AI Inc  (CIK 0002101918),2101918,0002101918-26-000001,D,2026-04-29,,020-36703,,50000.0,,[],https://www.linkedin.com/company/curiouser-ai,https://curiouser.ai,info@curiouser.ai
Titan OS Inc  (CIK 0002132032),2132032,0002132032-26-000001,D,2026-04-29,,021-582268,Other Technology,3000000.0,1000000.0,[],https://si.linkedin.com/company/titanos,https://www.titanos.tv/,support@titanos.tv
"Clover Biopharmaceuticals, Ltd.  (CBPHF)  (CIK 0001856491)",1856491,0001856491-26-000003,D,2026-04-29,,021-582300,Biotechnology,3642978.0,3642978.0,[],,https://cloverbiopharma.com/,jiang.pu@cloverbiopharma.com
"Merge Base, Inc.  (CIK 0002132454)",2132454,0002132454-26-000001,D,2026-04-29,,021-582223,Computers,200000.0,0.0,[],,https://mergebase.com/,investors@mergebase.com
"Faxo, Inc.  (CIK 0002093271)",2093271,0002093271-26-000001,D,2026-04-29,,020-36560,,50000.0,,[],https://www.linkedin.com/company/faxo-inc-,https://faxo.com,support@faxo.com
Freeland Spirits LLC  (CIK 0001743321),1743321,0001743321-26-000001,D,2026-04-29,,020-36701,,50000.0,,[],https://www.linkedin.com/company/freeland-spirits,https://freelandspirits.com,info@freelandspirits.com
"Knack Technologies, Inc.  (CIK 0001680087)",1680087,0001680087-26-000005,D,2026-04-29,,021-582271,Other Technology,4792136.0,4792136.0,[],,https://www.knacktechnology.com/,info@knacktechnology.com
"LiftWave, Inc.  (CIK 0001808819)",1808819,0001808819-26-000004,D,2026-04-30,,020-36978,,50000.0,,[],,https://www.riserobotics.com,email@riserobotics.com
Epic Global Innovations Inc.  (CIK 0002099264),2099264,0002099264-26-000001,D,2026-04-30,,020-36699,,50000.0,,[],https://www.linkedin.com/company/epic-global-inc,https://www.epicglobalinc.com,
"LiquidX, Inc.  (CIK 0001759495)",1759495,0001759495-26-000001,D,2026-04-30,,021-582500,Other Technology,5715400.0,3493178.0,[],https://www.linkedin.com/company/liquidx-inc,http://www.liquidx.com,
HEVO Inc.  (CIK 0001587317),1587317,0001587317-26-000002,D,2026-04-30,,020-36450,,50000.0,,[],https://www.linkedin.com/company/hevo-inc-,https://hevo.com/,hello@hevo.com
"AurellaAI, Inc.  (CIK 0002131889)",2131889,0002131889-26-000001,D,2026-04-30,,021-582461,Other Technology,250000.0,250000.0,[],https://www.linkedin.com/company/aurelicai,https://www.aurelicai.com,
"Fusion Energy Solutions, Inc.  (CIK 0001779623)",1779623,0001779623-26-000001,D,2026-04-30,,021-582488,Other Technology,,371030.0,[],,https://fusionenergy.solutions,ian@fusionesinc.com
"Finless Foods, Inc  (CIK 0002113210)",2113210,0002113210-26-000001,D,2026-04-30,,020-37043,,75000.0,,[],https://www.linkedin.com/company/finlessfoods,https://finlessfoods.com/,
"Genesis New Ventures, LLC  (CIK 0001937493)",1937493,0001937493-26-000001,D,2026-04-30,,021-544749,Biotechnology,6500000.0,4227939.0,[],,https://genesisnewventures.com/,
"EarliTec Diagnostics, Inc.  (CIK 0001911356)",1911356,0001911356-26-000003,D,2026-04-30,,021-582351,Other Health Care,7000000.0,3500000.0,[],,https://earlitecdx.com,info@earlitecdx.com
"Luminous Robotics, Inc.  (CIK 0002080868)",2080868,0002080868-26-000001,D,2026-04-30,,021-582395,Other Technology,2000000.0,1280000.0,[],https://www.linkedin.com/company/luminous-robotics,https://www.luminousrobotics.com/,info@luminousrobotics.com
"GelMEDIX, Inc.  (CIK 0001815624)",1815624,0001815624-26-000003,D,2026-04-30,,021-560746,Biotechnology,2500000.0,747000.0,[],https://www.linkedin.com/company/gelmedix,https://www.gelmedix.com/,info@gelmedix.com
"Fresenius Medical Care Northern Lancaster, LLC  (CIK 0002132279)",2132279,0002132279-26-000001,D,2026-04-30,,021-582426,Other Health Care,4584414.0,4584414.0,[],https://www.linkedin.com/company/freseniusmedicalcare,http://www.freseniusmedicalcare.com,media@freseniusmedicalcare.com
"Windlift, Inc  (CIK 0002076751)",2076751,0002076751-26-000001,D,2026-04-30,,020-36189,,50000.0,,[],https://www.linkedin.com/company/windlift,https://windlift.com,info@windlift.com
"T4F, Inc.  (CIK 0002132612)",2132612,0002132612-26-000001,D,2026-04-30,,021-582457,Other Technology,1238200.0,238200.0,[],https://in.linkedin.com/company/t4f-entertainment-supports,http://www.t4f.info,sac@ticketsforfun.com.br
"Finzly, Inc.  (CIK 0001999250)",1999250,0001999250-26-000004,D,2026-04-30,,021-582497,Other Technology,6000000.0,6000000.0,[],https://www.linkedin.com/company/finzly,https://finzly.com/,sales@finzly.com
"UNIFYING SPIRITS, LLC  (CIK 0001887037)",1887037,0001887037-26-000002,D,2026-04-30,,020-37048,,50000.0,,[],,https://unifyingspirits.com/,
"NameCoach, Inc.  (CIK 0001647116)",1647116,0001647116-26-000003,D,2026-04-30,,020-35743,,50000.0,,[],https://www.linkedin.com/company/namecoach,https://name-coach.com,info@name-coach.com
SOULMATE BREWING Co  (CIK 0001808460),1808460,0001808460-26-000001,D,2026-04-30,,020-36610,,50004.0,,[],,https://www.soulmatebrewing.com/,info@soulmatebrewing.com
"AeroDominance, Inc.  (CIK 0002129987)",2129987,0002129987-26-000001,D,2026-04-30,,021-582414,Other Technology,7500000.0,7500000.0,[],,https://aerodominance.com,
"Avawatz Company, Inc  (CIK 0001893890)",1893890,0001893890-26-000005,D,2026-04-30,,020-35138,,50001.0,,[],https://www.linkedin.com/company/avawatz,https://avawatz.com/,
Power Hero Corp.  (CIK 0001963969),1963969,0001963969-26-000001,D,2026-04-30,,020-36126,,50000.0,,[],https://www.linkedin.com/company/powerhero,http://www.powerhero.com,
Ace Padel LA Partners LLC  (CIK 0002132448),2132448,0002132448-26-000001,D,2026-04-30,,021-582329,Retailing,5000000.0,200000.0,[],https://www.linkedin.com/company/ace-padel,https://acepadel.com/,elliot@acepadel.com
HICH Inc.  (CIK 0002053995),2053995,0002053995-26-000005,D,2026-04-30,,020-36956,,50000.0,,[],https://www.linkedin.com/company/hichapp,https://hich.global,[email protected]
Green Bridge Corp  (CIK 0002088395),2088395,0002088395-26-000003,D,2026-04-30,,020-37047,,450000.0,,[],https://www.linkedin.com/company/green-bridge-corp,http://www.greenbridge.energy,
BOSS Startup Science Inc.  (CIK 0002077302),2077302,0002077302-26-000004,D,2026-04-30,,020-36752,,50000.0,,[],https://www.linkedin.com/company/boss-startup-science,https://www.startupscience.io/,privacy@startupscience.io
Epi Labs Inc.  (CIK 0002131877),2131877,0002131877-26-000001,D,2026-04-30,,021-582353,Biotechnology,16149989.0,14849996.0,[],,https://www.epiclabs.io,info@epiclabs.io
Jahpoo Outdoors Ltd  (CIK 0002131492),2131492,0002131492-26-000001,D,2026-04-30,,021-582385,Retailing,2000000.0,100000.0,[],,https://www.jahpoo.com,info@jahpoo.com
BuildSync Inc  (CIK 0002127029),2127029,0002127029-26-000001,D,2026-04-30,,021-582360,Other Technology,,226000.0,[],https://www.linkedin.com/company/buildsync,http://www.buildsync.ai/,support@buildsync.ai
"Solsten, Inc.  (CIK 0002093811)",2093811,0002093811-26-000007,D,2026-05-01,,020-36908,,50000.0,,[],https://www.linkedin.com/company/getsolsten,https://solsten.io/,legal@solsten.io
"Circadian Health, Inc.  (CIK 0002123603)",2123603,0002123603-26-000002,D,2026-05-01,,021-582593,Other Health Care,12000000.0,8780909.0,[],https://www.linkedin.com/company/circadian-health,https://circadian.com,info@circadian.com
ISLAND Co RUM INC  (CIK 0001891649),1891649,0001891649-26-000004,D,2026-05-01,,020-35799,,50000.0,,[],,https://www.islandcompanyrum.com,info@islandcompanyrum.com
Persefoni AI Inc.  (CIK 0001858523),1858523,0001858523-26-000003,D,2026-05-01,,021-582615,Other Technology,4349962.0,4349962.0,[],https://www.linkedin.com/company/persefoni,https://www.persefoni.com/,
"MAGIC FIND STUDIOS, INC.  (CIK 0002129006)",2129006,0002129006-26-000001,D,2026-05-01,,021-582626,Other Technology,10000000.0,2999999.0,[],,https://www.magicfindstudios.com/,info@magicfindstudios.com
Lumida Inc  (CIK 0002098128),2098128,0002098128-26-000002,D,2026-05-01,,020-36985,,74998.3,,[],https://www.linkedin.com/company/lumidawealth/,https://www.lumida.com,info@lumida.com
"Cosmetic Physician Partners, LLC  (CIK 0001897259)",1897259,0001897259-26-000010,D,2026-05-01,,021-582611,Other Health Care,261445.0,0.0,[],https://www.linkedin.com/company/cosmetic-physician-partners,https://cosmeticphysicianpartners.com/,[email protected]
"NeuroGeneces, Inc.  (CIK 0001716111)",1716111,0001716111-26-000006,D,2026-05-01,,021-582588,Other Health Care,750000.0,425000.0,[],https://www.linkedin.com/company/neurogeneces,https://neurogeneces.com/,support@neurogeneces.com
"KONSTRUCTIQ, INC.  (CIK 0001989361)",1989361,0001989361-26-000003,D,2026-05-01,,021-582529,Other Technology,6001856.0,4783106.0,[],https://www.linkedin.com/company/konstructiq,https://konstructiq.com,support@konstructiq.com
Haevek Inc.  (CIK 0002132888),2132888,0002132888-26-000001,D,2026-05-01,,021-582613,Other Technology,6730356.0,6410317.0,[],https://www.linkedin.com/company/haevek,https://haevek.com/,info@haevek.com
"Eyas Medical Imaging, Inc.  (CIK 0001716894)",1716894,0001716894-26-000002,D,2026-05-01,,021-582564,Other Health Care,10000000.0,2200000.0,[],https://www.linkedin.com/company/eyas-medical-imaging,https://www.eyasmri.com/,jdoe@eyasmri.com
Home Works Inc.  (CIK 0002112930),2112930,0002112930-26-000003,D,2026-05-01,,020-36883,,50000.0,,[],https://www.linkedin.com/company/home-works-construction,http://homeworkshawaii.com/,info@homeworkshawaii.com
"UCSD Center for Surgery of Encinitas, L.P.  (CIK 0001842173)",1842173,0001842173-26-000001,D,2026-05-01,,021-582640,Other Health Care,943500.0,0.0,[],,https://centerforsurgeryencinitas.com/,
"AirMid Critical Care Products, Inc.  (CIK 0002128447)",2128447,0002128447-26-000001,D,2026-05-01,,021-582622,Other Health Care,2000000.0,102500.0,[],,http://airmidlife.com,
Caris Inc  (CIK 0002069055),2069055,0002069055-26-000002,D,2026-05-01,,021-582654,Other Energy,,338700.0,[],https://www.linkedin.com/company/caris-life-sciences,https://www.carislifesciences.com,
Metaintro Inc.  (CIK 0001938967),1938967,0001938967-26-000003,D,2026-05-01,,020-30833,,1000000.0,,[],https://www.linkedin.com/company/metaintro,https://www.metaintro.com,contact@metaintro.com
"TheShape Sensing Company, Inc.  (CIK 0001932867)",1932867,0001932867-26-000001,D,2026-05-01,,021-582515,Other Technology,2000000.0,100000.0,[],https://www.linkedin.com/company/the-shape-sensing-company,http://www.shapesensing.com,info@shapesensing.com
Arches Medical Independents LLC  (CIK 0002052001),2052001,0002052001-26-000002,D,2026-05-01,,021-582521,Other Health Care,5398585.0,5398585.0,[],https://www.linkedin.com/company/arches-medical-ipa,https://archesmd.com,info@archesmd.com
"VenoStent, Inc.  (CIK 0001734734)",1734734,0001734734-26-000003,D,2026-05-01,,021-582632,Other Health Care,10000000.0,10000000.0,[],https://www.linkedin.com/company/venostent,http://www.venostent.com,info@venostent.com
"Allbirds, Inc.  (BIRD)  (CIK 0001653909)",1653909,0001653909-26-000008,D,2026-05-01,,021-582516,Retailing,50000000.0,3250000.0,[],https://www.linkedin.com/company/allbirds,http://www.allbirds.com,help@allbirds.com
"DADOS Technology, Inc.  (CIK 0002132044)",2132044,0002132044-26-000001,D,2026-05-01,,021-582571,Other Technology,3298971.0,1513971.0,[],https://www.linkedin.com/company/dadostech,https://dadostech.com,info@dadostech.com
Haply Robotics inc.  (CIK 0002110922),2110922,0002110922-26-000002,D,2026-05-01,,021-582585,Other Technology,,3273494.0,[],,https://www.haply.co/,info@haply.co
VATOM Corp  (CIK 0001866011),1866011,0001866011-26-000002,D,2026-05-01,,020-35894,,50000.0,,[],https://www.linkedin.com/company/vatom,https://vatom.com/,
"Cognovi Labs, Inc.  (CIK 0001696081)",1696081,0001696081-26-000004,D,2026-04-30,,021-500381,Other Technology,7000000.0,6677212.0,[],https://www.linkedin.com/company/cognovi-labs,https://www.cognovilabs.com/,
"Qaimera Technologies, Inc.  (CIK 0002133230)",2133230,0002133230-26-000001,D,2026-05-04,,021-582692,Other Technology,600000.0,360000.0,[],,https://www.qaimera.com/,contact@qaimera.com
Alvee Health Inc.  (CIK 0002132348),2132348,0002132348-26-000001,D,2026-05-04,,021-582754,Other Health Care,2500023.0,2500023.0,[],https://www.linkedin.com/company/alveehealth,https://www.alvee.io/,
Swipe Savvy Inc.  (CIK 0002096035),2096035,0002096035-26-000004,D,2026-05-04,,021-582761,Other Technology,10000000.0,0.0,[],https://www.linkedin.com/company/swipe-savvy,https://swipesavvy.com/,support@swipesavvy.com
"TalesVision, Inc.  (CIK 0001991953)",1991953,0001991953-26-000002,D,2026-05-04,,021-582805,Other Technology,2000000.0,2000000.0,[],https://www.linkedin.com/company/talesvision,https://www.talesvision.com/,
"Clinware Solutions, Inc.  (CIK 0002069594)",2069594,0002069594-26-000001,D,2026-05-04,,021-547253,Computers,5500000.0,2000000.0,[],https://www.linkedin.com/company/clinware,https://clinware.com/,hello@clinware.com
"Lyzr, Inc.  (CIK 0001994140)",1994140,0001994140-26-000005,D,2026-05-04,,021-582770,Other Technology,10460986.0,10460986.0,[],,https://www.lyzr.ai/,contact@lyzr.ai
"Inflammasome Therapeutics, Inc.  (CIK 0001989925)",1989925,0001989925-26-000003,D,2026-05-04,,021-582798,Biotechnology,13155645.0,13155645.0,[],https://www.linkedin.com/company/inflammasome-therapeutics,https://www.inflam.com/,info@inflam.com
Midcon Magnesium  (CIK 0002133211),2133211,0002133211-26-000001,D,2026-05-04,,021-582663,Other Energy,2000000.0,150000.0,[],,,info@midconmgmt.com
Inforens Global Ltd  (CIK 0002065863),2065863,0002065863-26-000001,D,2026-05-04,,021-547258,Other Technology,1621402.0,168844.0,[],,https://www.inforens.com/,contact@inforens.com
Ferret Systems Inc.  (CIK 0002129277),2129277,0002129277-26-000001,D,2026-05-04,,021-582726,Other Technology,12000000.0,6799995.0,[],https://www.linkedin.com/company/ferret-inc/,https://www.ferretrollforming.com,
Moto Acquire LLC  (CIK 0002132217),2132217,0002132217-26-000001,D,2026-05-04,,021-582690,Other Technology,810000.0,810000.0,[],,https://www.motoacquire.com/,privacy@motoacquire.com
"Enveric Biosciences, Inc.  (ENVB)  (CIK 0000890821)",890821,0000890821-26-000002,D,2026-05-04,,021-582801,Biotechnology,5000002.0,5000002.0,[],https://www.linkedin.com/company/envericbio,https://www.enveric.com/,info@enveric.com
"RYP LABS, INC.  (CIK 0001726407)",1726407,0001726407-26-000002,D,2026-05-04,,021-582746,Other Technology,2000000.0,107500.0,[],https://www.linkedin.com/company/stixfresh,https://ryplabs.com,info@ryplabs.com
"melten.ai, Inc.  (CIK 0002127722)",2127722,0002127722-26-000001,D,2026-05-04,,021-582712,Other Technology,2199999.0,2199999.0,[],,https://melten.ai/,
"Aerial Resupply, LLC  (CIK 0001990477)",1990477,0001990477-26-000004,D,2026-05-04,,020-37051,,50000.0,,[],https://www.linkedin.com/company/aerial-resupply-coffee,https://www.aerialresupplycoffee.com,
"Origami Space Development, Inc.  (CIK 0002133118)",2133118,0002133118-26-000001,D,2026-05-04,,021-582800,Other Technology,220000.0,220000.0,[],https://www.linkedin.com/company/origamispace,https://www.origamispace.com/,info@origamispace.com
Vitro3d Inc  (CIK 0002022252),2022252,0002022252-26-000002,D,2026-05-04,,021-582808,Other Technology,2000000.0,1100000.0,[],,http://www.vitro3d.com,info@vitro3d.com
"Retropsoas Technologies, LLC  (CIK 0001798662)",1798662,0001798662-26-000001,D,2026-05-04,,021-536374,Other Health Care,4500000.0,3112500.0,[],,https://retropsoas.com,info@retropsoas.com
Sielo Robotics Inc.  (CIK 0002130453),2130453,0002130453-26-000001,D,2026-05-05,,021-582974,Other Technology,732000.0,243000.0,[],https://www.linkedin.com/company/sielorobotics,https://www.sielorobotics.com,[email protected]
Tokma Digital Corp  (CIK 0002133083),2133083,0002133083-26-000001,D,2026-05-05,,021-582876,Other Technology,240000.0,0.0,[],,https://tokmadigital.com/,
ProteinIQ Inc.  (CIK 0002132473),2132473,0002132473-26-000001,D,2026-05-05,,021-582892,Other Technology,475000.0,475000.0,[],https://www.linkedin.com/company/proteiniq,https://proteiniq.io/,support@proteiniq.io
"Parthion, LLC  (CIK 0002130818)",2130818,0002130818-26-000001,D,2026-05-05,,021-582866,Other Technology,1000000.0,300000.0,[],,https://www.parthion.ai,
"Alitheon, Inc.  (CIK 0001708239)",1708239,0001708239-26-000004,D,2026-05-05,,021-582910,Other Technology,8000000.0,8000000.0,[],https://www.linkedin.com/company/alitheon,https://www.alitheon.com,
"BrandCapsule, Inc.  (CIK 0002133259)",2133259,0002133259-26-000001,D,2026-05-05,,021-582839,Other Technology,56250.0,56250.0,[],,https://www.brandcapsule.io/,
"Zenprexi, Inc.  (CIK 0002129607)",2129607,0002129607-26-000001,D,2026-05-05,,021-582821,Computers,1500000.0,50000.0,[],,https://zenprexi.com/,info@zenprexi.com
4MINDSAI INC.  (CIK 0002042397),2042397,0002042397-26-000003,D,2026-05-05,,021-582912,Other Technology,29429965.0,5429998.0,[],https://www.linkedin.com/company/4mindsai,https://4minds.ai/,
"Levee Medical, Inc.  (CIK 0001877814)",1877814,0001877814-26-000002,D,2026-05-05,,021-563777,Other Health Care,12500000.0,12500000.0,[],https://www.linkedin.com/company/levee-medical-inc,https://www.leveemedical.com,info@leveemedical.com
Cloud Diagnostics Canada Inc.  (CIK 0002128915),2128915,0002128915-26-000001,D,2026-05-05,,021-582932,Other Health Care,578147.0,578147.0,[],,https://www.clouddx.com,
Vitanova Biomedical Inc.  (CIK 0002125206),2125206,0002125206-26-000002,D,2026-05-05,,021-582940,Biotechnology,8000000.0,0.0,[],https://www.linkedin.com/company/vitanova-biomedical,https://vitanovabiomedical.com,info@getvitanova.com
Avistar Technologies Inc.  (CIK 0002131842),2131842,0002131842-26-000001,D,2026-05-05,,021-582914,Other Technology,1000000.0,300000.0,[],,https://avistar.ai/,info@avistar.ai
Attestiv Inc.  (CIK 0001785995),1785995,0001785995-26-000003,D,2026-05-06,,021-583058,Other Technology,1000000.0,834000.0,[],https://www.linkedin.com/company/attestiv,https://www.attestiv.com,info@attestiv.com
"CarbonDrop, Inc.  (CIK 0001895123)",1895123,0001895123-26-000003,D,2026-05-06,,021-578642,Other Technology,19624984.0,19624984.0,[],https://www.linkedin.com/company/carbondrop,https://www.carbondrop.com/,
MedVector Corp  (CIK 0001820902),1820902,0001820902-26-000006,D,2026-05-06,,021-560988,Biotechnology,1100000.0,1005000.0,[],https://www.linkedin.com/company/medvector,https://www.medvector.com/,hello@medvector.com
Mitera Biosciences Inc.  (CIK 0002022224),2022224,0002022224-26-000001,D,2026-05-06,,021-583061,Biotechnology,3000000.0,1100000.0,[],https://www.linkedin.com/company/mitera-biosciences,https://www.miterabio.com/,
Autoimmunity Biologic Solutions Inc.  (CIK 0002045812),2045812,0002045812-26-000003,D,2026-05-06,,021-530214,Biotechnology,3209233.0,3209233.0,[],https://www.linkedin.com/company/autoimmunity-biosolutions,https://www.abstherapeutics.com/,
Fusion Fuel Green PLC  (HTOO)  (CIK 0001819794),1819794,0001819794-26-000003,D,2026-05-06,,021-583041,Other Energy,15000000.0,0.0,[],,https://www.fusion-fuel.eu,contact@fusion-fuel.eu
"Scalpel Ventures, LLC  (CIK 0001965382)",1965382,0001965382-26-000001,D,2026-05-06,,021-481010,Biotechnology,10000000.0,2586305.0,[],,https://scalpelventures.com/,contact@scalpelventures.com
"Opal Intelligence Labs, Inc.  (CIK 0002133119)",2133119,0002133119-26-000001,D,2026-05-06,,021-583068,Other Technology,500000.0,250000.0,[],,https://opal-labs.com,info@opal-labs.com
"Whisker Labs, Inc.  (CIK 0001836730)",1836730,0001836730-26-000003,D,2026-05-06,,021-583082,Other Technology,6614990.0,6614990.0,[],https://www.linkedin.com/company/whiskerlabs-tingfire,https://www.whiskerlabs.com,help@whiskerlabs.com
"Boddle Learning, Inc.  (CIK 0001946289)",1946289,0001946289-26-000007,D,2026-05-07,,021-583113,Other Technology,1300000.0,1300000.0,[],https://www.linkedin.com/company/boddle-learning,https://www.boddlelearning.com,contact@boddlelearning.com
"TEICHOS ENERGY, LLC  (CIK 0002108247)",2108247,0002108247-26-000001,D,2026-05-07,,021-583116,Other Energy,6000000.0,2376000.0,[],https://www.linkedin.com/company/teichosenergy,https://teichosenergy.com,info@teichosenergy.com
Pasha Mediterranean LLC  (CIK 0002131377),2131377,0002131377-26-000001,D,2026-05-07,,020-37067,,50000.0,,[],,https://www.pashagroup.com,about@pashanet.com
"APEXIA LABS, INC.  (CIK 0002129650)",2129650,0002129650-26-000001,D,2026-05-07,,021-583235,Other Technology,500000.0,200000.0,[],,https://apexlabs.com/,info@apexlabs.com
Miach Orthopaedics Inc.  (CIK 0001964453),1964453,0001964453-26-000001,D,2026-05-07,,021-583141,Other Health Care,6500000.0,6500000.0,[],https://www.linkedin.com/company/miachortho,http://www.miachortho.com,info@miachortho.com
Passage Inc.  (CIK 0001638343),1638343,0001638343-26-000005,D,2026-05-07,,021-583153,Other Technology,1175000.0,610000.0,[],https://www.linkedin.com/company/passageio,https://www.passage.io,
Kindra Corp  (CIK 0002016696),2016696,0002016696-26-000003,D,2026-05-07,,021-583142,Other Health Care,4000000.0,2600000.0,[],https://www.linkedin.com/company/ourkindra,http://kindra.com,hello@ourkindra.com
"Western Connecticut Orthopedic Surgical Center, LLC  (CIK 0001733942)",1733942,0001733942-26-000002,D,2026-05-07,,021-574017,Other Health Care,1809271.0,149076.0,[],,https://wcosc.org/,info@myorthoct.com
Una Software US Corp.  (CIK 0002068223),2068223,0002068223-26-000003,D,2026-05-07,,021-583196,Computers,812000.0,812000.0,[],https://www.linkedin.com/company/una-software,https://www.unasoftware.com/,info@unasoftware.com
"Physicians' Medical Center, LLC  (CIK 0001992614)",1992614,0001992614-26-000001,D,2026-05-07,,021-583230,Other Health Care,743340.0,0.0,[],,https://www.pmcmac.com,
BRUTUS GROOMING CORP.  (CIK 0002132770),2132770,0002132770-26-000001,D,2026-05-07,,020-37064,,50000.0,,[],,https://www.brutusbarbershop.com/,info@brutusbarbershop.com
ONclick Healthcare Inc  (CIK 0002131937),2131937,0002131937-26-000001,D,2026-05-07,,021-583126,Other Health Care,3178292.0,3178292.0,[],https://www.linkedin.com/company/onclick-healthcare,https://www.onclickhealth.com/,info@onclickhealth.com
"Calypso Curate, Inc.  (CIK 0002089960)",2089960,0002089960-26-000001,D,2026-05-07,,021-560228,Other Technology,,77750.0,[],https://www.linkedin.com/company/calypsocurateinc,https://calypsocurate.com,
Harvest Drone LLC  (CIK 0002133570),2133570,0002133570-26-000002,D,2026-05-07,,021-583118,Other Technology,70000.0,0.0,[],,https://www.goharvestdrone.com/,info@goharvestdrone.com
"forml, Inc.  (CIK 0002024991)",2024991,0002024991-26-000002,D,2026-05-07,,021-583246,Other Technology,3000000.0,3000000.0,[],https://www.linkedin.com/company/forml,https://forml.ai,
"Pentra Robotics, inc.  (CIK 0002134129)",2134129,0002134129-26-000001,D,2026-05-07,,021-583240,Computers,100000.0,100000.0,[],,https://pentra.co/,
"Texas Health Surgery Center Bedford, LLC  (CIK 0001706019)",1706019,0001706019-26-000001,D,2026-05-07,,021-583237,Other Health Care,210584.0,0.0,[],,https://texashealthsurgerycenterbedford.com/,
Inferal Inc.  (CIK 0001991716),1991716,0001991716-26-000004,D,2026-05-08,,021-583408,Other Technology,1000000.0,250000.0,[],https://www.linkedin.com/company/inferal,https://inferal.com,contact@inferal.com
Synaptic Era Inc.  (CIK 0002030254),2030254,0002030254-26-000003,D,2026-05-08,,021-583360,Other Technology,3000000.0,2049999.0,[],https://www.linkedin.com/company/synaptic-era,https://synaptic.build/,hello@synaptic.build
Hermetic AI Inc.  (CIK 0002133529),2133529,0002133529-26-000003,D,2026-05-08,,021-583394,Other Technology,10925000.0,10925000.0,[],https://www.linkedin.com/company/hermetic-ai,https://www.hermetic.ai/,
"ADQUICK, INC.  (CIK 0002134321)",2134321,0002134321-26-000001,D,2026-05-08,,021-583385,Other Technology,21248398.0,5248393.0,[],https://www.linkedin.com/company/adquick,https://www.adquick.com,
Alume Biosciences Inc  (CIK 0001782348),1782348,0001782348-26-000006,D,2026-05-08,,021-579251,Biotechnology,8000000.0,2160000.0,[],https://www.linkedin.com/company/alumebiosciences,https://alumebiosciences.com,
"Paira Technologies, Inc.  (CIK 0002132268)",2132268,0002132268-26-000001,D,2026-05-08,,021-583324,Other Technology,435000.0,130420.0,[],https://www.linkedin.com/company/pairanetwork,https://www.paira.org,paira.network@gmail.com
"ReservoirCo, Inc.  (CIK 0002131317)",2131317,0002131317-26-000001,D,2026-05-08,,021-583437,Other Technology,350000.0,350000.0,[],https://www.linkedin.com/company/reservoirco,https://reservoir.co,contact@reservoir.co
"Cyrus Biotechnology, Inc.  (CIK 0001641241)",1641241,0001641241-26-000001,D,2026-05-08,,021-551903,Biotechnology,3000000.0,1481812.0,[],https://www.linkedin.com/company/cyrus-biotechnology,http://cyrusbio.com,info@cyrusbio.com
Makersquare LLC  (CIK 0002133908),2133908,0002133908-26-000001,D,2026-05-08,,021-583399,Other Technology,100000.0,100000.0,[],,https://www.makersquare.com,
Anodos Labs Inc.  (CIK 0002064519),2064519,0002064519-26-000001,D,2026-05-08,,020-37072,,75000.0,,[],,https://anodos.finance/,
Tiny Miracles Prescribed Pediatric Day Center llc  (CIK 0002129362),2129362,0002129362-26-000003,D,2026-05-08,,021-583327,Other Health Care,50000.0,50000.0,[],,https://www.lmchildcare.net/contact,lmchildcarellc@yahoo.com
Hoonify Technologies Inc.  (CIK 0002023837),2023837,0002023837-26-000003,D,2026-05-08,,021-583420,Other Technology,8000000.0,5999998.0,[],https://www.linkedin.com/company/hoonify,https://www.hoonify.com/,info@hoonify.com
"SPKL,LLC  (CIK 0002100328)",2100328,0002100328-26-000001,D,2026-05-08,,021-583267,Biotechnology,,135000.0,[],,https://spklbio.com,
"Illexcor Therapeutics, Inc.  (CIK 0002132799)",2132799,0002132799-26-000001,D,2026-05-08,,021-583301,Biotechnology,69000000.0,13000000.0,[],https://www.linkedin.com/company/illexcor-therapeutics-llc,https://illexcor.com,BD@illexcor.com
Federated Biologics Inc.  (CIK 0002130284),2130284,0002130284-26-000001,D,2026-05-08,,021-583296,Biotechnology,5999997.0,5999997.0,[],,https://www.federatedbiologics.com/,
